19,0,1,2,0,3,18.9676,-13.386
19,1,3,4,1,0,0.464901,1.68824
19,3,5,6,1,2,0.040089,-0.154438
19,5,7,8,2,0,0.135153,1.07553
19,4,9,10,0,2,-0.327061,0.755178
19,2,11,12,3,2,8.75522,-12.5851
19,12,13,14,3,1,-1.10898,-2.16465
63,0,1,2,0,1,-0.893133,-1.23956
63,2,3,4,3,2,1.5957,-0.401419
63,4,5,6,0,3,5.60945,-4.34713
95,0,1,2,1,0,-1.02293,-1.51216
95,2,3,4,0,3,-0.525888,1.98282
95,3,5,6,0,2,2.48367,0.713165
95,5,7,8,2,3,1.11728,-0.489848
138,0,1,2,2,3,0.96065,0.334943
138,1,3,4,0,1,-0.935902,-1.37595
138,4,5,6,3,0,0.170167,0.232804
161,0,1,2,0,2,0.472537,0.0771239
161,1,3,4,2,3,0.796062,0.113288
161,3,5,6,1,3,-0.540429,-2.96291
161,2,7,8,0,1,-0.54497,-0.329973
161,8,9,10,1,0,0.146316,0.48321
173,0,1,2,1,3,-0.979076,-1.74501
173,1,3,4,0,1,-1.19397,-0.756772
173,2,5,6,3,1,3.3545,3.21239
173,5,7,8,3,0,-1.41116,2.45866
173,7,9,10,2,0,0.349694,-0.191959
173,6,11,12,0,2,15.0825,-5.1177
188,0,1,2,2,3,1.00188,0.385835
188,1,3,4,1,0,-1.11485,-1.23794
188,4,5,6,2,0,0.128192,0.268012
200,0,1,2,2,3,0.840995,0.325836
200,1,3,4,2,0,0.334654,0.171517
200,3,5,6,1,0,-1.24604,-1.27981
218,0,1,2,3,2,1.21737,-0.470134
218,2,3,4,3,0,-0.0439366,0.453053
218,3,5,6,1,2,-3.37058,1.10378
233,0,1,2,2,0,0.40359,-0.042962
233,1,3,4,1,3,-1.35442,-0.87609
233,2,5,6,1,2,0.0563185,0.597909
233,6,7,8,2,3,33.4777,-31.2495
249,0,1,2,2,1,5.68464,-2.41909
249,1,3,4,3,2,-0.16338,2.84204
249,3,5,6,2,3,9.7208,-22.357
249,5,7,8,3,1,-0.154875,0.758301
249,7,9,10,0,2,-0.0832483,2.18687
249,9,11,12,1,0,-0.634738,-0.359418
249,10,13,14,0,3,0.719514,-2.47848
249,14,15,16,1,3,-0.21741,-0.875822
249,8,17,18,2,0,2.4707,-6.36138
249,17,19,20,0,1,0.0140045,2.96369
249,19,21,22,3,0,0.234594,-3.58735
249,6,23,24,1,2,-0.285553,1.22922
249,23,25,26,2,1,3.32223,-4.62607
249,26,27,28,3,2,-1.24046,-2.19629
249,24,29,30,2,3,-2.64878,3.44334
249,29,31,32,3,1,-1.8297,-4.00234
249,31,33,34,0,2,-0.139062,1.73843
249,33,35,36,1,0,-1.01882,0.474519
249,32,37,38,0,3,-0.279934,-2.02528
249,37,39,40,1,3,-0.448495,-1.58113
249,39,41,42,2,0,-17.284,25.004
249,38,43,44,0,1,-0.450089,2.07598
249,43,45,46,3,0,-9.87351,-13.0212
249,30,47,48,1,2,-0.219048,2.28187
249,47,49,50,2,1,-3.24038,6.51865
249,49,51,52,3,2,-1.64429,1.40719
249,50,53,54,2,3,-4.60789,8.03695
249,48,55,56,3,1,-0.421085,2.41176
249,55,57,58,0,2,0.114835,1.96585
249,4,59,60,1,0,-0.571189,2.14239
249,59,61,62,0,3,-0.644349,-2.52657
249,62,63,64,1,3,-0.173427,-0.527012
249,63,65,66,2,0,-1.12532,2.72176
249,66,67,68,0,1,-3.41642,-6.03984
249,2,69,70,3,0,1.39208,0.147116
249,69,71,72,1,2,-0.930749,0.663061
249,72,73,74,2,1,-1.15315,1.70897
249,73,75,76,3,2,0.591024,-0.795619
249,74,77,78,2,3,-0.298214,2.20103
249,77,79,80,3,1,-0.1668,2.97032
249,70,81,82,0,2,-12.2706,-16.4007
249,81,83,84,1,0,-0.395292,-1.63987
249,83,85,86,0,3,-0.597748,-4.79366
249,85,87,88,1,3,-0.1622,-3.73746
249,82,89,90,2,0,-1.74134,-1.00637
