67,0,1,2,3,1,0.547918,-0.15352
67,1,3,4,0,2,-0.0123331,0.0723903
67,4,5,6,3,2,-0.184979,0.636526
67,5,7,8,2,3,-1.28626,-0.164682
67,8,9,10,2,0,5.15358,-0.582022
67,2,11,12,1,0,0.606524,0.212685
67,11,13,14,0,1,4.05276,1.85695
67,13,15,16,2,1,-1.95574,-1.95929
67,12,17,18,1,2,-0.761586,0.592319
67,17,19,20,0,3,-0.533602,-1.09266
177,0,1,2,1,2,-0.61641,-0.627611
177,2,3,4,3,2,-6.43256,3.94837
177,3,5,6,0,2,-0.514928,1.23296
177,5,7,8,3,1,0.510308,-0.62914
177,6,9,10,2,1,-0.764592,0.907752
177,9,11,12,1,0,0.331418,1.23607
177,4,13,14,0,1,0.107277,0.321169
222,0,1,2,2,1,-1.71465,-1.3263
222,2,3,4,3,1,0.966341,0.174905
222,3,5,6,1,2,-4.97344,2.68356
222,6,7,8,3,2,-7.84168,15.8749
237,0,1,2,0,1,0.0157104,0.50391
237,1,3,4,3,0,-6.52335,-1.67017
237,3,5,6,1,0,-0.881574,-1.4422
237,6,7,8,2,3,-0.0855162,-1.44175
237,7,9,10,1,2,-19.2152,-10.1694
237,9,11,12,3,2,-2.82245,-5.25078
237,8,13,14,1,3,0.411964,-0.780053
237,14,15,16,2,1,-0.675733,0.42261
237,4,17,18,2,0,2.35702,0.688445
237,17,19,20,0,3,-0.253207,1.50666
237,19,21,22,0,2,0.876733,0.755762
237,21,23,24,3,1,1.57483,-2.83731
237,23,25,26,0,1,-2.08835,0.695321
237,24,27,28,3,0,0.290583,-0.0206086
237,27,29,30,1,0,0.510536,0.262795
237,2,31,32,2,3,2.13316,4.04418
254,0,1,2,1,3,1.37664,-0.392838
254,2,3,4,0,3,-1.82739,3.21854
254,3,5,6,2,0,-1.69888,0.0557511
254,5,7,8,0,2,0.422452,0.524
254,8,9,10,2,1,5.55807,-3.06526
254,10,11,12,1,0,-0.0018341,-0.97761
254,6,13,14,0,1,-0.510011,-1.9073
254,13,15,16,3,2,-0.32193,0.674082
254,14,17,18,3,0,-0.329468,0.393001
254,17,19,20,3,1,-0.708148,-0.131784
254,20,21,22,2,3,1.2774,0.421517
254,4,23,24,1,2,-0.792768,0.172925
281,0,1,2,3,1,0.587167,-0.108495
281,1,3,4,2,1,-3.12862,-0.840132
281,2,5,6,1,3,0.168583,1.06475
281,5,7,8,2,0,1.59852,1.00273
281,8,9,10,1,0,2.37431,1.75898
698,0,1,2,2,1,-1.55339,-0.77578
698,1,3,4,2,3,-0.874863,-2.23197
698,4,5,6,0,3,-0.537986,0.22722
698,5,7,8,0,1,-0.43809,-1.70873
698,7,9,10,1,3,-0.57466,-0.646737
698,8,11,12,2,0,-0.688636,0.38889
698,2,13,14,1,0,5.06273,-0.510456
698,14,15,16,3,2,-1.36547,-0.582209
