68,0,1,2,3,0,-0.984512,-0.174629
68,1,3,4,2,0,0.14894,0.0592668
68,3,5,6,3,1,-0.989892,-0.925582
68,6,7,8,0,3,-11.7265,-19.4263
68,7,9,10,0,1,-0.643301,0.2853
68,9,11,12,1,3,0.609755,-2.53374
68,12,13,14,1,2,0.715187,0.667131
68,14,15,16,3,2,0.328263,2.29168
68,4,17,18,2,1,-0.00183109,-1.03037
68,2,19,20,3,0,-1.99992,1.096
68,19,21,22,0,2,1.16635,-3.00963
68,22,23,24,2,0,0.473074,-0.251636
68,23,25,26,3,1,0.653049,-0.759278
68,26,27,28,1,0,3.44695,0.840111
68,24,29,30,0,3,0.240428,-0.819044
68,30,31,32,0,1,1.1174,-2.18668
68,32,33,34,1,3,0.0857416,0.145783
68,20,35,36,1,2,0.559334,0.700408
68,35,37,38,3,2,0.101057,0.1465
68,38,39,40,2,1,-0.84752,1.88658
68,40,41,42,3,0,-0.44405,0.548402
68,36,43,44,2,3,-0.187679,2.12884
68,43,45,46,0,2,1.2714,2.32482
68,45,47,48,2,0,-0.157125,1.61979
68,48,49,50,3,1,0.94656,-0.364105
178,0,1,2,2,3,0.32721,0.0971313
178,1,3,4,0,1,-1.36831,2.01638
178,3,5,6,1,3,-1.10065,-0.66588
178,5,7,8,2,0,0.152081,-0.128637
178,7,9,10,3,1,-0.668304,-0.407822
178,8,11,12,3,0,-0.0816022,0.786012
178,11,13,14,1,0,-0.111031,0.394664
178,13,15,16,2,1,-0.494304,-1.04738
178,12,17,18,2,3,0.977243,-3.40224
178,6,19,20,2,0,-0.49198,0.0567182
178,19,21,22,0,2,0.972113,2.88403
178,22,23,24,3,1,-1.90284,-1.944
178,23,25,26,1,2,-0.842765,2.96665
178,20,27,28,3,0,-0.54587,-0.185192
178,28,29,30,1,0,3.43939,1.0057
178,30,31,32,2,1,-0.119415,-0.294539
178,4,33,34,2,3,2.33294,0.156211
178,2,35,36,1,3,-0.487227,1.32275
178,35,37,38,2,0,0.357796,1.16567
178,37,39,40,0,2,-1.67678,-0.907598
178,40,41,42,3,1,13.7541,-13.3036
178,41,43,44,1,2,0.212884,1.38714
178,42,45,46,3,0,-1.57907,0.799524
178,36,47,48,2,1,-0.842463,2.21161
178,48,49,50,0,1,1.4579,1.66962
223,0,1,2,3,0,-1.27135,0.142427
223,1,3,4,1,0,0.00419707,0.163989
223,3,5,6,3,1,-0.811636,-0.347118
223,5,7,8,1,0,0,-0.342077
223,8,9,10,0,2,-110.766,-13.7752
223,9,11,12,2,3,1.71684,-1.07279
223,10,13,14,2,1,-0.257822,-0.670539
223,13,15,16,0,3,33.9449,-1.14108
223,6,17,18,3,0,0.631859,-1.16186
223,17,19,20,1,0,-0.545339,-1.71826
223,4,21,22,3,1,-0.260125,-1.25007
223,2,23,24,0,1,0.090822,-1.78085
223,24,25,26,0,2,-0.215988,0.399768
223,26,27,28,2,3,0.961987,-0.511911
223,27,29,30,2,1,0.807893,-1.0671
223,28,31,32,0,3,-0.27218,1.25225
223,31,33,34,2,0,-1.12955,1.01566
223,33,35,36,3,0,-0.810753,0.205939
238,0,1,2,2,0,0.0401869,0.0995818
238,1,3,4,3,1,-0.759087,-0.379952
238,3,5,6,0,1,-1.12338,-0.963366
238,6,7,8,2,3,-3.90109,4.573
238,7,9,10,2,1,1.96483,-0.0252886
238,4,11,12,0,3,-0.391435,0.46912
238,11,13,14,3,2,-26.0538,1.86691
238,14,15,16,1,2,-0.162379,1.60377
238,2,17,18,3,0,-0.168682,1.89079
238,17,19,20,1,0,0.895281,1.3895
238,19,21,22,1,3,-1.3562,-2.42463
238,21,23,24,0,2,-1.06844,1.11165
238,22,25,26,2,0,2.7942,-0.465259
238,25,27,28,3,1,0.618011,0.107313
238,27,29,30,0,1,3.65731,-1.40868
