2,0,1,2,0,1,0.598347,-1.42107
10,0,1,2,2,1,0.629081,-0.0341768
21,0,1,2,1,3,3.92375,2.53721
28,0,1,2,0,3,0.927916,4.05603
44,0,1,2,2,1,1.46764,0.464983
54,0,1,2,2,3,-10.1758,14.4616
75,0,1,2,3,0,0.921804,-3.75397
78,0,1,2,2,0,-0.971348,-0.0285087
86,0,1,2,0,2,-0.510242,-0.221509
98,0,1,2,2,1,0.762848,0.629837
110,0,1,2,1,0,0.813704,-0.295198
119,0,1,2,1,2,0.7724,0.448042
129,0,1,2,3,0,0.931688,-3.67298
144,0,1,2,0,2,-0.589539,0.859005
147,0,1,2,1,3,0.778624,4.0187
152,0,1,2,3,0,0.774378,-3.62886
164,0,1,2,2,3,-2.18057,5.31233
179,0,1,2,2,3,-8.37666,5.30542
191,0,1,2,2,0,-0.775462,0.584458
203,0,1,2,1,0,0.733077,0.497284
209,0,1,2,2,1,1.02487,1.19708
224,0,1,2,2,1,1.03018,1.56181
240,0,1,2,3,2,-1.27321,5.93408
259,0,1,2,3,1,0.455816,-1.89724
268,0,1,2,1,3,1.61185,4.50349
290,0,1,2,0,1,1.06084,-0.569693
299,0,1,2,2,3,-15.6104,21.1771
320,0,1,2,0,2,-0.811135,-0.71623
321,0,1,2,0,2,-0.89964,-0.544132
327,0,1,2,2,0,-0.677345,0.228285
330,0,1,2,1,0,0.795659,-0.580074
334,0,1,2,1,2,0.923132,-1.90139
576,0,1,2,1,0,0.883523,0.437358
579,0,1,2,1,0,0.895715,0.712079
600,0,1,2,0,3,0.925538,3.53156
611,0,1,2,2,0,-0.857889,1.93416
635,0,1,2,0,3,0.818584,3.5567
637,0,1,2,0,2,-0.561022,1.45172
653,0,1,2,0,3,0.999444,3.85137
660,0,1,2,2,0,-0.586771,1.07026
663,0,1,2,2,3,-4.34847,9.14522
671,0,1,2,3,0,0.823288,-3.90937
675,0,1,2,3,0,0.562324,-2.82902
687,0,1,2,1,0,0.674178,1.27174
709,0,1,2,0,2,-0.615755,1.71607
711,0,1,2,3,2,-0.108525,0.874259
736,0,1,2,1,2,0.81352,0.568339
746,0,1,2,1,3,0.849126,4.12143
749,0,1,2,1,0,0.83491,1.65057
762,0,1,2,0,1,1.21116,0.0502589
786,0,1,2,0,1,0.755167,-0.454302
797,0,1,2,3,1,-0.0265662,-0.360585
810,0,1,2,1,2,0.361995,-1.61812
825,0,1,2,1,0,0.424914,0.946798
837,0,1,2,1,0,0.589944,-0.341452
862,0,1,2,3,0,0.41428,-2.22743
874,0,1,2,3,1,-0.00764633,-0.910263
889,0,1,2,3,2,-0.292483,2.27626
905,0,1,2,2,3,-13.2668,21.8112
921,0,1,2,0,3,0.907109,3.761
922,0,1,2,2,3,1.47724,3.9113
941,0,1,2,1,2,0.515975,-0.829883
953,0,1,2,1,3,1.80082,4.6619
976,0,1,2,1,2,0.600678,2.62669
1023,0,1,2,2,1,0.909152,-0.225411
1036,0,1,2,3,0,0.444092,-2.00172
1065,0,1,2,3,2,-0.290119,2.73609
1077,0,1,2,0,3,1.08411,3.44307
1102,0,1,2,0,1,1.10941,-1.84088
1106,0,1,2,2,1,1.1577,0.178277
1112,0,1,2,3,1,0.0444729,-0.784323
1113,0,1,2,3,1,0.308852,-2.01586
1127,0,1,2,2,3,-1.35839,4.68125
1131,0,1,2,0,2,-0.610528,1.17623
1224,0,1,2,3,1,0.121539,-1.15244
1241,0,1,2,1,3,3.23991,5.15149
1253,0,1,2,3,0,0.695575,-1.9106
1268,0,1,2,3,1,-0.251118,1.06599
1280,0,1,2,0,2,-0.617956,-0.163328
1309,0,1,2,2,1,0.848714,0.177201
1314,0,1,2,1,3,4.39569,5.73775
1322,0,1,2,0,3,1.85963,5.4157
1339,0,1,2,2,0,-0.841023,-0.0000243187
1342,0,1,2,0,2,-0.951397,0.244516
1355,0,1,2,0,3,1.21108,2.82653
1369,0,1,2,1,3,3.28013,5.01009
1374,0,1,2,1,3,2.0415,4.02186
1390,0,1,2,2,3,-63.3613,26.8757
1399,0,1,2,0,3,0.979505,3.52192
1413,0,1,2,3,2,0,0.73471
1443,0,1,2,3,1,0.446733,-2.16317
1450,0,1,2,0,3,1.02393,3.90565
1461,0,1,2,0,3,1.33912,4.41424
1473,0,1,2,0,2,-0.387193,0.920709
1486,0,1,2,2,3,11.2547,22.9701
1492,0,1,2,3,2,0.170265,-0.171828
1504,0,1,2,2,0,-1.17569,1.6703
1517,0,1,2,0,3,0.83104,4.33218
1531,0,1,2,3,2,0.0019339,0.675795
1539,0,1,2,3,2,0.0534327,0.139883
1552,0,1,2,1,3,0.972889,3.68504
1566,0,1,2,3,1,0.444668,-2.44529
1580,0,1,2,0,3,0.900754,4.30096
1592,0,1,2,1,2,0.761726,0.814617
1604,0,1,2,1,0,0.736268,1.51839
1617,0,1,2,0,3,1.12289,4.36558
1631,0,1,2,0,2,-0.34658,0.151572
1645,0,1,2,1,2,0.69444,0.76668
1661,0,1,2,2,1,1.00476,2.28485
1674,0,1,2,2,3,-3.09178,4.95378
1688,0,1,2,1,3,13.1012,10.8966
1709,0,1,2,0,1,1.06597,-0.925716
1713,0,1,2,1,2,0.445746,0.130401
1730,0,1,2,3,0,0.691022,-3.09559
1753,0,1,2,1,0,0.930454,1.63335
1763,0,1,2,1,3,-9.1856,4.44266
1786,0,1,2,0,2,-0.651791,0.811703
1804,0,1,2,1,0,0.6831,1.65348
1819,0,1,2,2,3,-3.17634,4.61491
1826,0,1,2,2,1,1.16338,-0.612979
1855,0,1,2,0,2,-0.518467,-0.175997
1858,0,1,2,0,1,0.972536,-0.886877
1866,0,1,2,1,3,1.27725,3.03889
1884,0,1,2,2,0,-0.856469,0.218172
1917,0,1,2,2,1,0.90497,1.38085
1930,0,1,2,3,2,-0.0962687,0.934666
1954,0,1,2,1,3,2.36146,5.7427
1957,0,1,2,3,1,0.548598,-1.96029
1960,0,1,2,3,2,0.161426,-0.169435
1979,0,1,2,1,2,1.1245,0.600673
2010,0,1,2,2,1,0.94197,0.889177
2014,0,1,2,1,3,0.554192,5.49722
2014,1,3,4,1,2,0.575299,1.36579
2017,0,1,2,0,3,0.831985,4.87797
2029,0,1,2,2,3,3.07164,4.40128
2039,0,1,2,1,2,0.908426,-1.07912
2049,0,1,2,3,1,0.470968,-1.81682
2063,0,1,2,3,0,0.774133,-2.97345
