4,0,1,2,0,2,-0.686325,0.0722314
4,1,3,4,2,1,0.949797,0.0124427
4,2,5,6,1,0,-309.11,375.757
12,0,1,2,1,0,0.693096,-0.232132
12,1,3,4,2,0,-0.775948,-0.75224
12,4,5,6,1,2,0.650384,-0.636581
12,5,7,8,1,3,0.882109,1.1204
12,6,9,10,2,3,-4.6386,7.0279
12,2,11,12,2,1,0.920223,0.600427
12,12,13,14,0,2,-0.380727,-0.0250058
12,14,15,16,3,0,0.608276,-0.197168
23,0,1,2,1,2,1.20764,-1.1518
30,0,1,2,0,3,0.764435,0.722036
30,2,3,4,2,1,0.819016,0.569219
46,0,1,2,2,0,-2.02762,0.698168
46,1,3,4,0,2,-0.221168,-0.209825
46,4,5,6,3,0,0.511825,-1.29016
46,6,7,8,2,1,0.187822,1.20129
46,2,9,10,1,2,5.79116,-7.72331
56,0,1,2,0,3,1.62644,0.8607
56,1,3,4,2,1,1.25484,0.921025
56,2,5,6,2,3,8.11477,0.528955
56,5,7,8,3,1,0.0571957,1.29982
80,0,1,2,1,2,0.900005,-0.696386
88,0,1,2,2,1,1.40138,0.420009
88,2,3,4,1,2,0.889613,-0.982697
100,0,1,2,0,2,-0.14933,0.445523
100,1,3,4,3,2,-0.0478646,-0.00642909
100,4,5,6,2,0,-0.514958,-0.696536
100,6,7,8,0,3,-4.20224,2.35201
100,7,9,10,1,3,-0.125551,1.55751
100,10,11,12,2,1,-0.316787,0.987549
100,2,13,14,1,2,0.548101,-0.201142
112,0,1,2,0,2,-0.43655,0.375567
112,1,3,4,2,0,-1.13906,-0.183501
112,4,5,6,3,2,0.396278,-0.372303
112,5,7,8,3,0,4.16258,-8.90156
112,6,9,10,2,1,2.37977,0.212603
112,2,11,12,1,3,-3.07251,8.18967
121,0,1,2,2,1,1.1583,0.309968
121,2,3,4,2,1,0.713012,0.460699
121,3,5,6,0,3,-0.786517,1.98835
121,4,7,8,3,0,1.86575,-2.17675
121,8,9,10,1,2,0.320448,-0.0988932
131,0,1,2,2,1,1.19904,0.394297
149,0,1,2,1,0,0.759371,0.157273
149,1,3,4,0,3,1.0201,1.03278
149,3,5,6,0,2,0.0906717,-0.577523
149,4,7,8,3,1,1.58029,-1.97192
149,7,9,10,0,2,-0.067634,-0.627931
149,10,11,12,2,3,2.49534,1.43369
149,12,13,14,1,3,0.202854,2.0051
149,2,15,16,2,0,-27.5725,-10.6423
154,0,1,2,1,2,0.898409,-0.615913
166,0,1,2,1,2,0.972234,-0.485459
181,0,1,2,2,1,1.65467,0.0930593
193,0,1,2,3,2,0,-0.0695877
193,2,3,4,1,2,1.0918,-0.791465
193,3,5,6,0,3,0.712804,1.19204
205,0,1,2,1,0,0.835136,0.239813
205,1,3,4,1,2,0.91841,-0.761815
211,0,1,2,3,2,0.0374358,0.0617469
211,2,3,4,1,2,5.44388,-8.71003
226,0,1,2,3,2,0.0697625,0.256057
226,1,3,4,0,1,3.10103,-0.328593
226,3,5,6,3,0,-0.17057,1.47433
226,6,7,8,2,1,26.1233,11.9664
226,4,9,10,0,3,4.08891,2.89216
226,9,11,12,3,1,5.6128,-11.2808
226,12,13,14,2,0,-0.117896,-0.0872479
226,14,15,16,2,3,-0.058439,1.05664
226,2,17,18,1,0,1.49324,-3.25746
242,0,1,2,1,2,-0.63437,-0.0217171
242,1,3,4,2,3,-3.59046,0.00398326
242,2,5,6,0,2,-0.107999,0.744283
242,5,7,8,2,0,-1.98441,0.0348755
242,7,9,10,3,0,-1.23187,2.24798
242,8,11,12,3,2,0.374095,-0.359913
242,11,13,14,0,3,1.02478,0.847323
242,12,15,16,1,3,-0.1227,1.53553
242,16,17,18,0,1,-0.0577036,1.56197
242,6,19,20,2,1,-1.10144,3.18035
261,0,1,2,0,1,0.569641,-0.203571
261,1,3,4,2,1,-3.16616,-4.25385
261,2,5,6,3,0,1.27584,-1.53773
261,6,7,8,1,2,-0.0225568,-0.637798
270,0,1,2,2,1,0.868554,0.92275
292,0,1,2,0,3,0.781526,0.608952
292,2,3,4,2,1,3.33769,7.01303
292,3,5,6,0,1,3.09722,1.67413
292,5,7,8,3,1,4.3703,-6.12101
292,7,9,10,3,0,3.90056,-6.53188
292,9,11,12,2,0,2.4023,2.84945
292,11,13,14,2,3,1.3002,2.28895
292,13,15,16,1,3,-0.398961,1.92855
292,16,17,18,1,0,-5.47426,-4.0909
292,18,19,20,0,2,1.01287,-0.0448429
292,19,21,22,3,2,14.8543,-34.0047
292,22,23,24,1,2,0.0747112,0.654314
292,14,25,26,0,3,0.849523,1.6876
292,25,27,28,2,1,7.18263,-1.20956
292,10,29,30,0,1,1.81907,-1.89481
292,30,31,32,3,1,6.61338,-11.3812
292,8,33,34,3,0,0.656129,-0.550392
292,33,35,36,2,0,0.314868,0.13835
292,35,37,38,2,3,0.53922,1.34314
292,37,39,40,1,3,0.481596,0.795037
292,39,41,42,1,0,0.270181,-0.210666
292,41,43,44,0,2,-0.724649,0.751028
292,6,45,46,3,2,-0.93609,-0.184114
292,46,47,48,1,2,-0.768514,1.14725
292,47,49,50,0,3,1.58599,2.58278
292,49,51,52,2,1,0.623974,0.945409
302,0,1,2,1,2,0.995698,-0.625785
332,0,1,2,3,2,0.0198321,0.233549
332,2,3,4,3,0,1.08489,-1.20454
332,3,5,6,1,2,3.5075,-2.68794
581,0,1,2,3,1,0.0272481,-0.117201
581,1,3,4,1,0,-0.598051,-1.61607
581,3,5,6,1,3,2.41944,0.539895
581,2,7,8,1,2,0.544527,-0.569826
581,8,9,10,2,1,-1.38008,2.90897
602,0,1,2,3,2,-0.16176,-0.272723
602,2,3,4,0,3,1.24429,0.845587
602,4,5,6,3,0,0.225282,-1.10253
